date,price,slope,slope_prev,in_market,asset_ret,strat_ret,strat_equity,bh_equity
2009-03-02,0.1681,-0.0009498775510204085,,False,-0.09085992428339651,0.0,100000.0,90914.00757166035
2009-03-03,0.1686,-0.0010342232893157262,-0.0009498775510204085,False,0.002974419988102328,0.0,100000.0,91184.42401297999
2009-03-04,0.181,-0.001138280912364946,-0.0010342232893157262,False,0.07354685646500592,0.0,100000.0,97890.75175770686
2009-03-05,0.1633,-0.001258463385354142,-0.001138280912364946,False,-0.09779005524861872,0.0,100000.0,88318.00973499188
2009-03-06,0.1589,-0.0014408355342136856,-0.001258463385354142,False,-0.026944274341702323,0.0,100000.0,85938.34505137913
2009-03-09,0.1467,-0.0016388235294117648,-0.0014408355342136856,False,-0.07677784770295792,0.0,100000.0,79340.1838831801
2009-03-10,0.1769,-0.0017583241296518612,-0.0016388235294117648,False,0.20586230402181327,0.0,100000.0,95673.33693888588
2009-03-11,0.1905,-0.0018342040816326534,-0.0017583241296518612,False,0.07687959299039004,0.0,100000.0,103028.66414277987
2009-03-12,0.2059,-0.0018796734693877553,-0.0018342040816326534,False,0.08083989501312328,0.0,100000.0,111357.49053542454
2009-03-13,0.2038,-0.0018931908763505404,-0.0018796734693877553,False,-0.010199125789218,0.0,100000.0,110221.74148188208
2009-03-16,0.1949,-0.001903875150060024,-0.0018931908763505404,False,-0.04367026496565274,0.0,100000.0,105408.32882639262
2009-03-17,0.2158,-0.0017873037214885957,-0.001903875150060024,False,0.10723447922011298,0.0,100000.0,116711.73607355326
2009-03-18,0.2258,-0.0016358607442977194,-0.0017873037214885957,False,0.046339202965709037,0.0,100000.0,122120.0648999459
2009-03-19,0.2297,-0.0014095462184873949,-0.0016358607442977194,False,0.01727192205491579,0.0,100000.0,124229.31314223901
2009-03-20,0.2177,-0.001282876350540216,-0.0014095462184873949,False,-0.05224205485415756,0.0,100000.0,117739.31855056786
2009-03-23,0.2578,-0.0010460504201680674,-0.001282876350540216,False,0.18419843821773063,0.0,100000.0,139426.71714440233
2009-03-24,0.2477,-0.000876216086434574,-0.0010460504201680674,False,-0.03917765709852583,0.0,100000.0,133964.3050297458
2009-03-25,0.2472,-0.0007305210084033615,-0.000876216086434574,False,-0.002018570851836876,0.0,100000.0,133693.88858842617
2009-03-26,0.2767,-0.0005289843937575031,-0.0007305210084033615,False,0.11933656957928807,0.0,100000.0,149648.45862628447
2009-03-27,0.2557,-0.0004381272509003602,-0.0005289843937575031,False,-0.07589447054571741,0.0,100000.0,138290.9680908599
2009-03-30,0.2331,-0.00039340216086434566,-0.0004381272509003602,False,-0.08838482596793107,0.0,100000.0,126068.14494321255
2009-03-31,0.2448,-0.00030221368547418974,-0.00039340216086434566,False,0.05019305019305009,0.0,100000.0,132395.8896700919
2009-04-01,0.2636,-0.0002552220888355343,-0.00030221368547418974,False,0.07679738562091498,0.0,100000.0,142563.5478637101
2009-04-02,0.288,-8.627130852340942e-05,-0.0002552220888355343,False,0.09256449165402114,0.0,100000.0,155759.8702001081
2009-04-03,0.3011,7.857382953181263e-05,-8.627130852340942e-05,False,0.045486111111111116,0.0,100000.0,162844.78096268247
2009-04-06,0.2919,0.00023783913565426158,7.857382953181263e-05,True,-0.030554633012288224,-0.030554633012288224,96944.53669877117,157869.11844240123
2009-04-07,0.2674,0.00034659303721488587,0.00023783913565426158,True,-0.0839328537170263,-0.0839328537170263,88807.70508136833,144618.7128177393
2009-04-08,0.2835,0.0005123169267707081,0.00034659303721488587,True,0.06020942408376939,0.06020942408376939,94154.76585851875,153326.1222282314
2009-04-09,0.3082,0.0007901032412965185,0.0005123169267707081,True,0.08712522045855375,0.08712522045855375,102358.0205911657,166684.69442942122
2009-04-13,0.3033,0.0009921776710684273,0.0007901032412965185,True,-0.01589876703439308,-0.01589876703439308,100730.65426768515,164034.61330448886
2009-04-14,0.2959,0.0011218055222088834,0.0009921776710684273,True,-0.02439828552588197,-0.02439828552588197,98272.99900365325,160032.4499729583
2009-04-15,0.2901,0.001247673469387755,0.0011218055222088834,True,-0.019601216627238793,-0.019601216627238793,96346.72866157423,156895.6192536506
2009-04-16,0.3177,0.0014594045618247296,0.001247673469387755,True,0.09513960703205782,0.09513960703205782,105513.11856526071,171822.60681449427
2009-04-17,0.3175,0.0016745738295318125,0.0014594045618247296,True,-0.0006295247088446976,-0.0006295247088446976,105446.69545001662,171714.44023796642
2009-04-20,0.2868,0.0018439375750300122,0.0016745738295318125,True,-0.09669291338582675,-0.09669291338582675,95250.74726004651,155110.870740941
2009-04-21,0.3019,0.002113330132052821,0.0018439375750300122,True,0.05264993026499298,0.05264993026499298,100265.69246097642,163277.44726879388
2009-04-22,0.3042,0.0023943241296518606,0.002113330132052821,True,0.0076184166942696585,0.0076184166942696585,101029.55828628365,164521.3628988642
2009-04-23,0.3086,0.0025988955582232896,0.0023943241296518606,True,0.014464168310321934,0.014464168310321934,102490.86682165391,166901.02758247693
2009-04-24,0.3275,0.0028455702280912364,0.0025988955582232896,True,0.06124432922877521,0.06124432922877521,108767.85121222184,177122.76906435905
2009-04-27,0.323,0.003086905162064826,0.0028455702280912364,True,-0.013740458015267132,-0.013740458015267132,107273.33111922948,174689.02109248238
2009-04-28,0.3177,0.003303082833133253,0.003086905162064826,True,-0.016408668730650278,-0.016408668730650278,105513.1185652607,171822.60681449424
2009-04-29,0.3363,0.003475169267707083,0.003303082833133253,True,0.05854579792256853,0.05854579792256853,111690.46828296245,181882.09843158457
2009-04-30,0.3407,0.0036487587034813923,0.003475169267707083,True,0.013083556348498337,0.013083556348498337,113151.77681833276,184261.7631151973
2009-05-01,0.3471,0.003776302521008403,0.0036487587034813923,True,0.01878485471088931,0.01878485471088931,115277.3165061441,187723.09356408857
2009-05-04,0.3666,0.003936264105642257,0.003776302521008403,True,0.05617977528089879,0.05617977528089879,121753.57024244433,198269.33477555422
2009-05-05,0.3616,0.004006204081632653,0.003936264105642257,True,-0.013638843426077463,-0.013638843426077463,120092.9923613417,195565.1703623579
2009-05-06,0.3601,0.004091817527010804,0.004006204081632653,True,-0.00414823008849563,-0.00414823008849563,119594.8189970109,194753.92103839898
2009-05-07,0.3257,0.004083735894357743,0.004091817527010804,True,-0.09552901971674532,-0.09552901971674532,108170.04317502485,176149.2698756083
2009-05-08,0.3239,0.004042756302521009,0.004083735894357743,True,-0.005526558182376351,-0.005526558182376351,107572.23513782793,175175.77068685764
2009-05-11,0.3261,0.003989839135654262,0.004042756302521009,True,0.006792219820932255,0.006792219820932255,108302.88940551307,176365.603028664
2009-05-12,0.3199,0.0038676302521008406,0.003989839135654262,True,-0.019012572830420016,-0.019012572830420016,106243.77283294583,173012.4391563006
2009-05-13,0.2955,0.003674655462184874,0.0038676302521008406,True,-0.07627383557361689,-0.07627383557361689,98140.15277316503,159816.1168199025
2009-05-14,0.3071,0.0035271548619447775,0.003674655462184874,True,0.039255499153976414,0.039255499153976414,101992.69345732311,166089.778258518
2009-05-15,0.3084,0.003327255702280912,0.0035271548619447775,True,0.004233148811462195,0.004233148811462195,102424.44370640982,166792.86100594906
2009-05-18,0.3329,0.003160292917166866,0.003327255702280912,True,0.07944228274967569,0.07944228274967569,110561.27532381266,180043.266630611
2009-05-19,0.3416,0.0029672124849939975,0.003160292917166866,True,0.026133974166416385,0.026133974166416385,113450.68083693122,184748.51270957262
2009-05-20,0.3317,0.002806079231692677,0.0029672124849939975,True,-0.028981264637002346,-0.028981264637002346,110162.73663234801,179394.2671714439
2009-05-21,0.3178,0.0026306794717887157,0.002806079231692677,True,-0.041905336147120775,-0.041905336147120775,105546.33012288272,171876.69010275818
2009-05-22,0.3136,0.0024708859543817524,0.0026306794717887157,True,-0.013215859030837107,-0.013215859030837107,104151.4447027565,169605.19199567323
2009-05-26,0.3446,0.0023685474189675867,0.0024708859543817524,True,0.0988520408163267,0.0988520408163267,114447.02756559277,186371.01135749047
2009-05-27,0.3377,0.0022146554621848744,0.0023685474189675867,True,-0.020023215322112597,-0.020023215322112597,112155.43008967115,182639.26446727954
2009-05-28,0.3523,0.002132585834333734,0.0022146554621848744,True,0.043233639324844475,0.043233639324844475,117004.31750249081,190535.42455381277
