cfg,a_sharpe,a_calmar,a_cagr,a_dd,a_in,b_sharpe,b_calmar,b_cagr,b_dd,b_in
up=120 down= 80 vWin=20 vEntry=120 vExit= 60,0.23505192693157131,0.0500452719981765,2.7647456223369504,-55.24489151418119,29.53846153846154,0.3161005556650056,0.13076643275306513,3.6504280559644053,-27.915635374544088,7.9962370649106305
up=120 down= 80 vWin=20 vEntry=120 vExit= 70,0.11661893100840846,-0.0016993496668084693,-0.1004275327395443,-59.097626992893225,31.472527472527474,0.34347603371359375,0.13633515331599164,4.99442342897034,-36.633423643823434,12.51175917215428
up=120 down= 80 vWin=20 vEntry=120 vExit= 80,0.16538774101427958,0.018418829216543482,1.0383739715518425,-56.37567726721699,31.692307692307693,0.5511727334288191,0.35208820753845355,12.898196466750589,-36.63342364382341,25.870178739416744
up=120 down= 80 vWin=20 vEntry=120 vExit=100,0.17428268071233213,0.021724760706430216,1.2247480982932268,-56.37567726721699,31.912087912087912,0.49028713859387685,0.2738856946799547,11.06930280734677,-40.41577571359339,27.986829727187207
up=120 down= 80 vWin=20 vEntry=120 vExit=120,0.2950053837200458,0.07742370808315462,4.364813979727145,-56.37567726721699,34.5934065934066,0.7519464859632836,0.6665312475248126,25.298744415082286,-37.9558265408112,45.01411100658514
up=120 down= 80 vWin=20 vEntry=120 vExit=150,0.2950053837200458,0.07742370808315462,4.364813979727145,-56.37567726721699,34.5934065934066,0.7235726754967066,0.6286477348510021,23.86084437927851,-37.9558265408112,45.10818438381938
up=120 down= 80 vWin=30 vEntry=off vExit= 60,0.04864321516843713,-0.023095931309474804,-1.3289184501284579,-57.53907180972981,27.252747252747252,0.39600710889540536,0.15850754979910442,5.0368058871529175,-31.77644152304836,8.748824082784571
up=120 down= 80 vWin=30 vEntry=off vExit= 70,0.16538774101427958,0.018418829216543482,1.0383739715518425,-56.37567726721699,31.692307692307693,0.24018651695518192,0.07764874202997617,2.844539262194079,-36.633423643823484,13.358419567262464
up=120 down= 80 vWin=30 vEntry=off vExit= 80,0.14312317612998524,0.00797507015357757,0.4545694789876764,-56.99880630940396,31.868131868131865,0.6258480477238018,0.4416803763635793,15.75721943711741,-35.67561585336654,26.66980244590781
up=120 down= 80 vWin=30 vEntry=off vExit=100,0.2950053837200458,0.07742370808315462,4.364813979727145,-56.37567726721699,34.5934065934066,0.5133008737803437,0.32685702775459746,12.091195258342191,-36.992306212305756,28.739416745061146
up=120 down= 80 vWin=30 vEntry=off vExit=120,0.2950053837200458,0.07742370808315462,4.364813979727145,-56.37567726721699,34.5934065934066,0.7235726754967066,0.6286477348510021,23.86084437927851,-37.9558265408112,45.10818438381938
