date,price,slope,slope_prev,in_market,asset_ret,strat_ret,strat_equity,bh_equity
2009-06-17,0.3973,0.0013949265745007678,,False,0.022914521112255226,0.0,100000.0,102291.45211122552
2009-06-18,0.3907,0.00143392688172043,0.0013949265745007678,False,-0.01661213189025923,0.0,100000.0,100592.17301750771
2009-06-19,0.4063,0.0014689167434715818,0.00143392688172043,False,0.03992833375991811,0.0,100000.0,104608.6508753862
2009-06-22,0.3721,0.0014929929339477727,0.0014689167434715818,False,-0.08417425547624913,0.0,100000.0,95803.29557157568
2009-06-23,0.369,0.0015056436251920122,0.0014929929339477727,False,-0.008331093791991373,0.0,100000.0,95005.14933058701
2009-06-24,0.3863,0.0015250764976958524,0.0015056436251920122,False,0.04688346883468819,0.0,100000.0,99459.32028836249
2009-06-25,0.4077,0.0015516417818740396,0.0015250764976958524,False,0.05539735956510494,0.0,100000.0,104969.10401647784
2009-06-26,0.4071,0.0015779490015360982,0.0015516417818740396,False,-0.0014716703458425018,0.0,100000.0,104814.62409886712
2009-06-29,0.4142,0.001604358832565284,0.0015779490015360982,False,0.017440432326209843,0.0,100000.0,106642.63645726054
2009-06-30,0.4091,0.0016332012288786482,0.001604358832565284,False,-0.012312892322549507,0.0,100000.0,105329.55715756949
2009-07-01,0.4151,0.0016665013824884787,0.0016332012288786482,False,0.014666340747983453,0.0,100000.0,106874.3563336766
2009-07-02,0.3891,0.0017004055299539172,0.0016665013824884787,False,-0.06263550951577934,0.0,100000.0,100180.2265705458
2009-07-06,0.3807,0.0017312774193548386,0.0017004055299539172,False,-0.021588280647648506,0.0,100000.0,98017.50772399583
2009-07-07,0.3527,0.001760425192012289,0.0017312774193548386,False,-0.07354872603099549,0.0,100000.0,90808.44490216268
2009-07-08,0.3544,0.0017774998463901696,0.001760425192012289,False,0.004819960306209126,0.0,100000.0,91246.13800205968
2009-07-09,0.3594,0.0017976411674347163,0.0017774998463901696,False,0.014108352144469594,0.0,100000.0,92533.47064881561
2009-07-10,0.3645,0.0018120958525345624,0.0017976411674347163,False,0.014190317195325486,0.0,100000.0,93846.54994850664
2009-07-13,0.3865,0.0018304866359447004,0.0018120958525345624,False,0.06035665294924564,0.0,100000.0,99510.8135942327
2009-07-14,0.3906,0.0018474248847926268,0.0018304866359447004,False,0.010608020698577025,0.0,100000.0,100566.42636457256
2009-07-15,0.4402,0.0018731778801843316,0.0018474248847926268,False,0.12698412698412698,0.0,100000.0,113336.7662203913
2009-07-16,0.4609,0.0019071244239631333,0.0018731778801843316,False,0.04702407996365299,0.0,100000.0,118666.32337796084
2009-07-17,0.475,0.0019481204301075267,0.0019071244239631333,False,0.030592319375135624,0.0,100000.0,122296.60144181254
2009-07-20,0.4883,0.001978908141321044,0.0019481204301075267,False,0.028000000000000025,0.0,100000.0,125720.90628218329
2009-07-21,0.497,0.0020224411674347157,0.001978908141321044,False,0.01781691583043199,0.0,100000.0,127960.86508753856
2009-07-22,0.5056,0.002063012596006144,0.0020224411674347157,False,0.01730382293762589,0.0,100000.0,130175.07723995876
2009-07-23,0.5307,0.002115221505376344,0.002063012596006144,False,0.049643987341772,0.0,100000.0,136637.48712667348
