date,price,slope_up,slope_down,slope_up_prev,slope_down_prev,slope,vol,in_market,asset_ret,strat_ret,strat_equity,bh_equity
2023-03-02,26.3206,-0.26071812030075187,0.1856565666041276,-0.22989902255639091,0.2057951594746717,-0.26071812030075187,68.22861916607759,True,0.036942193366400256,0.036942193366400256,9219933.30313303,10233514.774494698
2023-03-03,27.9732,-0.22928421052631578,0.1709743339587242,-0.26071812030075187,0.1856565666041276,-0.22928421052631578,65.70404807226453,True,0.06278732247745111,0.06278732247745111,9798828.228657434,10876049.766718658
2023-03-06,28.4095,-0.20010578947368415,0.15184044090056287,-0.22928421052631578,0.1709743339587242,-0.20010578947368415,65.5414640365635,True,0.01559707148270495,0.01559707148270495,9951661.25298655,11045684.292379625
2023-03-07,27.3233,-0.2015716541353383,0.13319994371482177,-0.20010578947368415,0.15184044090056287,-0.2015716541353383,65.70060037251434,True,-0.03823368943487215,-0.03823368943487215,9571172.527278813,10623367.029549137
2023-03-08,27.9918,-0.1584521052631578,0.11840995309568482,-0.2015716541353383,0.13319994371482177,-0.1584521052631578,60.64414113190205,True,0.024466297994751862,0.024466297994751862,9805343.686490398,10883281.493001709
2023-03-09,26.7755,-0.14637631578947363,0.0994016135084428,-0.1584521052631578,0.11840995309568482,-0.14637631578947363,61.22096087022254,True,-0.04345201094606277,-0.04345201094606277,9379281.78529511,10410381.026438715
2023-03-10,25.3551,-0.1575510526315789,0.0785149530956848,-0.14637631578947363,0.0994016135084428,-0.1575510526315789,63.646135472150625,True,-0.05304849582640847,-0.05304849582640847,8881724.994653173,9858125.972006358
2023-03-13,25.7264,-0.16564894736842098,0.060459718574108826,-0.1575510526315789,0.0785149530956848,-0.16564894736842098,63.95642748989284,True,0.014643996671281245,0.014643996671281245,9011788.94591011,10002488.335925492
2023-03-14,27.4997,-0.1208613533834586,0.049140947467167,-0.16564894736842098,0.060459718574108826,-0.1208613533834586,66.05525903682422,True,0.06892919335779579,0.06892919335779579,9632964.288662395,10691951.788491596
2023-03-15,27.5368,-0.06720210526315785,0.03837342401500939,-0.1208613533834586,0.049140947467167,-0.06720210526315785,65.88989330861904,True,0.001349105626606839,0.001349105626606839,9645960.174985131,10706376.360808859
2023-03-16,29.8579,0.031413308270676725,0.03192146341463415,-0.06720210526315785,0.03837342401500939,0.031413308270676725,72.33122307351529,True,0.08429083989425057,0.08429083989425057,10459026.25972112,11608825.816485388
2023-03-17,29.7372,0.10405977443609025,0.02067605065666043,0.031413308270676725,0.03192146341463415,0.10405977443609025,69.62898005851076,True,-0.004042481219375782,-0.004042481219375782,10416745.84249324,11561897.356143242
2023-03-20,29.9414,0.16147428571428574,0.015376979362101343,0.10405977443609025,0.02067605065666043,0.16147428571428574,68.08130000368864,True,0.006866820009953978,0.006866820009953978,10488275.76128308,11641290.82426144
2023-03-21,30.6459,0.19462954887218045,0.01771220450281429,0.16147428571428574,0.015376979362101343,0.19462954887218045,61.96903810754907,True,0.023529293887393443,0.023529293887393443,10735057.484042333,11915202.177294103
2023-03-22,29.7246,0.20555827067669177,0.015548442776735482,0.19462954887218045,0.01771220450281429,0.20555827067669177,63.321455664172824,True,-0.030062749013734402,-0.030062749013734402,10412332.14525156,11556998.444790209
2023-03-23,31.195,0.25173736842105265,0.01715863039399627,0.20555827067669177,0.015548442776735482,0.25173736842105265,63.38650619235183,True,0.04946744447360096,0.04946744447360096,10927403.60748748,12128693.623639362
2023-03-24,31.3904,0.27168954887218044,0.022991622889305844,0.25173736842105265,0.01715863039399627,0.27168954887218044,59.02926192702456,True,0.006263824330822176,0.006263824330822176,10995850.944076775,12204665.629860202
2023-03-27,30.6738,0.27921842105263156,0.02643714821763605,0.27168954887218044,0.022991622889305844,0.27921842105263156,60.1261287929878,True,-0.0228286355063968,-0.0228286355063968,10744830.670791777,11926049.766718674
2023-03-28,30.2271,0.270916015037594,0.021747270168855557,0.27921842105263156,0.02643714821763605,0.270916015037594,60.45899505067052,True,-0.014562916886724175,-0.014562916886724175,10588354.594771111,11752371.695179014
2023-03-29,32.107,0.27369624060150377,0.026985393996247675,0.270916015037594,0.021747270168855557,0.27369624060150377,62.07358487709106,True,0.06219253583704676,0.06219253583704676,11246871.217361772,12483281.493001727
2023-03-30,33.1866,0.29659368421052623,0.042101360225140716,0.27369624060150377,0.026985393996247675,0.29659368421052623,61.91589463965281,True,0.033625066184943986,0.033625066184943986,11625048.006419102,12903032.659409197
2023-03-31,34.6011,0.3554671428571428,0.07021062851782364,0.29659368421052623,0.042101360225140716,0.3554671428571428,60.2434842348777,True,0.042622624794344866,0.042622624794344866,12120538.06581295,13452993.779160375
2023-04-03,34.4243,0.4087370676691729,0.09394217636022517,0.3554671428571428,0.07021062851782364,0.4087370676691729,60.46710512825687,True,-0.005109664143625459,-0.005109664143625459,12058606.187056618,13384253.49922258
2023-04-04,33.8752,0.4279673684210526,0.11064580675422139,0.4087370676691729,0.09394217636022517,0.4279673684210526,58.54212918327413,True,-0.015950941631347693,-0.015950941631347693,11866260.06361147,13170762.05287732
2023-04-05,32.6933,0.4310161654135339,0.13012140712945594,0.4279673684210526,0.11064580675422139,0.4310161654135339,60.52674345353153,True,-0.03488983090874742,-0.03488983090874742,11452248.256472843,12711236.391913082
2023-04-06,33.1959,0.4149703007518797,0.14675816135084432,0.4310161654135339,0.13012140712945594,0.4149703007518797,57.32443142319544,True,0.015373180437582068,0.015373180437582068,11628305.735335587,12906648.522550723
2023-04-10,33.1214,0.36577804511278195,0.16071256097560976,0.4149703007518797,0.14675816135084432,0.36577804511278195,52.207365540759774,True,-0.002244253055347256,-0.002244253055347256,11602208.874660546,12877682.737169696
2023-04-11,32.2001,0.29760834586466167,0.16863808630393998,0.36577804511278195,0.16071256097560976,0.29760834586466167,54.24484198216769,True,-0.02781585319461144,-0.02781585319461144,11279483.535869772,12519479.004665801
2023-04-12,31.6696,0.24012466165413537,0.1796154033771107,0.29760834586466167,0.16863808630393998,0.24012466165413537,50.908762357447635,True,-0.016475104114583528,-0.016475104114583528,11093652.870257586,12313219.284603588
2023-04-13,33.382,0.20141909774436081,0.19765596622889306,0.24012466165413537,0.1796154033771107,0.20141909774436081,53.345207337716985,True,0.054070780811882546,0.054070780811882546,11693495.343008395,12979004.665630035
2023-04-14,32.7864,0.1820641353383458,0.21479859287054406,0.20141909774436081,0.19765596622889306,0.1820641353383458,46.986788997561554,True,-0.017841950751902202,-0.017841950751902202,11484860.574980842,12747433.903577155
2023-04-17,33.14,0.16145105263157894,0.226612138836773,0.1820641353383458,0.21479859287054406,0.16145105263157894,46.915428909814395,True,0.010784959617402334,0.010784959617402334,11608724.332493506,12884914.46345274
