date,portfolio,ew_bh,tecl_only
2014-04-11,332439.2495106832,374831.25273608323,268045.2776016645
2014-04-14,339110.86894487526,384107.66747091396,275404.82364218927
2014-04-15,343189.7512609683,389535.39528364234,278710.4977417226
2014-04-16,352031.32083137333,402676.2920611197,287716.07903345535
2014-04-17,351562.76931448537,402170.07909766946,285362.65673214156
2014-04-21,355307.8951905931,408369.69332847814,289022.0243567278
2014-04-22,359390.4666077545,415176.98503178614,293062.29270060186
2014-04-23,353465.9578301467,405953.21386149584,283022.8380279451
2014-04-24,358243.7463340495,413985.84961037495,290096.70852900407
2014-04-25,348712.09617409314,398770.69147312583,279118.6056552453
2014-04-28,353397.5822990084,405041.1054655079,286546.1696813572
2014-04-29,358516.23842437926,412685.774029939,292763.0135640186
2014-04-30,361035.35661978053,416380.1778666992,294925.9855056886
2014-05-01,361725.67654563143,417965.2756892285,296000.6696779648
2014-05-02,360051.05341893854,416028.4888955011,294517.8775921659
2014-05-05,363811.70503416087,420400.2804315115,298109.227231165
2014-05-06,352245.23331259086,406985.53902525536,288518.69126338314
2014-05-07,353798.7566915979,408689.3172129036,289538.9610471898
2014-05-08,353556.60967588867,408390.9498915987,290844.90637046215
2014-05-09,355934.4418046769,411171.4237472518,292327.6984562611
2014-05-12,369745.7748312065,427193.4650216657,304258.05312823935
2014-05-13,370213.3549072555,427739.78861474985,303917.96320030384
2014-05-14,365356.35984504723,422115.5141850814,300517.06392094854
2014-05-15,356460.81377875374,411846.22035251453,293905.71572188195
2014-05-16,362906.4161341663,419297.3432433478,300802.73946041445
2014-05-19,369046.1352842724,426422.4984944097,306801.9257891972
2014-05-20,362922.0062149911,419387.21126274567,300952.3790287061
2014-05-21,371784.94647965534,429655.5417655285,307169.22291136754
2014-05-22,375045.61368516245,433450.5978122745,309155.34809051105
2014-05-23,382488.6604448088,442070.9449633364,316759.75887914945
2014-05-27,392613.4511328839,453857.1765266663,324772.2775813104
2014-05-28,390283.6196555077,451136.47096292995,322854.1703877541
2014-05-29,396854.2143645071,458758.10492478043,327492.9970047947
2014-05-30,397538.4042224592,459528.3952563337,328567.68117707095
2014-06-02,397376.44601350604,459324.6178192579,327329.75383938564
2014-06-03,396272.5839562772,458058.93813002494,325602.09700547316
2014-06-04,399134.0166265599,461392.87931118696,327765.06894714315
2014-06-05,408012.2559158148,471686.15509543865,334267.5883692703
2014-06-06,413773.2238484011,478362.9911432145,338498.3070727883
2014-06-09,415246.74408278184,480022.4346850744,341314.2516760944
2014-06-10,416227.46483293857,481183.71635607956,341926.41354637843
2014-06-11,413870.4035253006,478493.1769884662,339981.0991585872
2014-06-12,403620.38250275626,466631.01543447294,331206.7790178506
2014-06-13,408009.79175177903,471672.8812921885,336457.7675051752
2014-06-16,409156.5311270067,473005.89286040486,337423.62290051207
2014-06-17,411182.36708585435,475318.98015350907,339205.6941228943
2014-06-18,418832.52443196863,484158.9035081032,344524.7005958059
2014-06-19,417998.1415557901,483178.9985216607,342552.17901377985
2014-06-20,418446.9874064834,483719.168792519,340416.41426634474
2014-06-23,419273.23576393625,484667.13805052073,342239.2962800791
2014-06-24,414219.2508071219,478902.2866570954,337328.3977206901
2014-06-25,420625.23965687805,486332.84690913244,342524.97181954497
2014-06-26,419769.99142708303,485384.5193700131,340266.7746980531
2014-06-27,424190.840231812,490491.1976393295,345885.06030754803
2014-06-30,425780.6041960061,492360.67579269037,347503.8883645211
2014-07-01,437667.8583809708,506155.5534097096,358019.4689362876
2014-07-02,438884.13009236765,507572.2124098644,358754.06318062835
2014-07-03,445692.17199687974,515478.7277173002,363392.8897976689
2014-07-07,443010.41007826966,512344.2460431874,363678.56533713476
2014-07-08,431307.0701664364,498732.6999979493,354455.3264915233
2014-07-09,438090.433693344,506636.7835264196,358971.7207345071
2014-07-10,434354.44197178155,502308.1365172225,357393.70346888626
2014-07-11,439169.78836353275,507932.2307769089,361379.55742429063
2014-07-14,447658.7526667606,517748.9383417241,370045.04878808785
2014-07-15,444864.2382297047,514478.217523319,368997.5718100463
2014-07-16,451809.6750643985,522470.990935214,377907.9279219571
2014-07-17,434847.2954508488,502834.2914407662,363243.25022937724
2014-07-18,451631.6447311482,522319.94787716784,377404.59482861264
2014-07-21,449444.4815437058,519801.47232898616,375309.64087252977
2014-07-22,458396.78559034417,530154.4490649067,385009.0056172509
2014-07-23,462830.0565822009,535367.1814334907,386682.24806269363
2014-07-24,461526.4015526994,533852.4145164154,384859.36604895926
2014-07-25,457089.8844730696,528695.34932058,383499.0063372171
2014-07-28,458513.3840565668,530324.1529278634,386287.7437462884
2014-07-29,455124.42466842616,526426.9939647438,384328.8257613798
2014-07-30,457415.8260040248,529142.4471050797,385485.1315163606
2014-07-31,430072.531075809,497500.12091231346,362957.57468991133
2014-08-01,424811.96210385615,491421.4400879146,357176.04591500736
2014-08-04,433721.40106012276,501723.39233464235,364698.83512094116
2014-08-05,422433.0957967415,488688.6718507433,355516.407066682
2014-08-06,420559.7580230461,486545.3385167867,351176.85958622466
2014-08-07,415234.0919146363,480410.16147025937,347068.57325676345
2014-08-08,425291.1146794333,492021.06244430714,353217.39915383776
2014-08-11,431460.7709122756,499190.7020826682,358944.5135402721
2014-08-12,430149.5789183817,497680.174838739,357733.79339682165
2014-08-13,442043.70261080307,511485.184196051,368222.16677435325
2014-08-14,446966.96042581135,517221.9786476883,370357.93152178836
2014-08-15,449136.06808738504,519814.2117599474,370602.79626990197
2014-08-18,460325.931108988,532758.0458094405,380587.83655408904
2014-08-19,468279.59438713593,541962.5517618695,387920.175400379
2014-08-20,470005.11590516893,543922.8288971094,388940.44518418564
2014-08-21,474504.209314586,549091.0470764621,394164.2264772753
2014-08-22,474099.8869265261,548671.2869241647,393647.2897868133
2014-08-25,478630.9365156046,553930.508494527,394762.7847504418
2014-08-26,479764.74152250146,555253.4812708008,395347.73942649097
2014-08-27,479715.6616517457,555198.88795005,395497.37899478263
2014-08-28,477959.7859154,553162.811275803,393552.06460699136
2014-08-29,483147.66641921963,559175.2079313681,398558.1883462023
2014-09-02,484712.8937551682,561039.50578667,399768.9084896528
2014-09-03,478987.93668969756,554357.6089088987,393307.1998588778
2014-09-04,476802.7058491369,551841.9105122813,391416.2998595563
2014-09-05,484530.86729013757,560779.1790071728,398626.2063317895
2014-09-08,484640.07934596075,560955.621222659,399551.2509357742
2014-09-09,474238.67227047286,548886.5630424338,391402.69626243896
2014-09-10,483181.7260855193,559281.4030210597,399673.683309831
2014-09-11,484228.67718386854,560462.6441051506,401469.35812933056
2014-09-12,476394.6961549147,551399.9221686058,395306.9286351388
2014-09-15,468466.9710282885,542086.9704018916,388763.59842165926
2014-09-16,479692.30940032407,555106.6027411865,397388.2789941042
2014-09-17,482064.81085835275,557851.9251599947,399891.34086370975
2014-09-18,491264.91745463246,568523.6600372962,407958.27395434043
2014-09-19,489510.73941137467,566507.5512563221,405305.5725164434
2014-09-22,477640.97524103627,552740.6899036535,396340.8020160629
2014-09-23,472584.68293049675,546908.0432487226,393701.7041752832
2014-09-24,484310.2666416754,560554.1699124028,400911.6106475163
2014-09-25,456014.84799919336,527751.6265090972,376044.23511687067
2014-09-26,469118.1665497361,542948.3798046313,387389.6351127998
2014-09-29,467356.2023465215,540912.369261166,386627.8336742242
2014-09-30,468222.59872429294,541933.8803526615,390246.3905074582
2014-10-01,447151.40540122584,517517.0580602335,372085.58835570107
2014-10-02,447096.45383761264,517449.9751015613,372085.58835570107
2014-10-03,459796.14756198926,532164.9143575786,380560.62935985444
2014-10-06,458453.2277749861,530571.7899302759,380995.9444676119
2014-10-07,437901.1009156534,506811.5723435011,363392.889797669
2014-10-08,461992.37111712876,534719.8689080615,383254.1415891038
2014-10-09,437728.6181763662,506663.3401604928,364753.24950941117
2014-10-10,410314.7098588819,474817.4286308461,336825.0646273457
2014-10-13,392262.44212732546,453902.99281608325,324894.70995536743
2014-10-14,393794.90786182776,455659.07878309046,325914.979739174
2014-10-15,385154.2627692899,445665.39911162015,320065.4329786829
2014-10-16,380353.1938247069,440225.263563763,313671.742333495
2014-10-17,391903.99332034413,457290.3863727539,325914.979739174
2014-10-20,401504.10701288213,471249.4669919121,332499.1207440058
2014-10-21,422983.9362208382,502166.1776735445,352265.14735561865
2014-10-22,420628.3964804192,493241.80462824553,350624.38134316925
2014-10-23,425950.0657003954,512349.36445932847,354543.4084429687
2014-10-24,429456.1212296626,524489.47361118,357641.00746265013
2014-10-27,429539.75786573393,525373.8524370687,358004.69317751145
2014-10-28,435353.4140317481,546471.9647913907,362924.9010670729
2014-10-29,433181.1364568858,542377.1873781747,362561.21535221144
2014-10-30,437178.02278122527,548618.6068221064,363746.3291471908
2014-10-31,455026.60998576484,570941.372476802,380836.63286585244
2014-11-03,458819.1797911399,575646.7025184252,385571.1088960222
2014-11-04,456057.6243862678,572093.1582222464,385943.1950880952
2014-11-05,459658.28898765607,576619.4852139369,388804.4095995528
2014-11-06,462585.6476725788,580382.0331617835,388573.45954930066
2014-11-07,462873.08341330825,580725.6712362715,389356.12360848865
2014-11-10,467070.36482096027,586009.8224580665,392332.8131450723
2014-11-11,469138.82891017967,588643.718779444,392858.8660373135
2014-11-12,471600.2943864441,591647.2350941488,397439.3753673151
2014-11-13,476657.88846418646,597928.7640871733,403559.551698998
2014-11-14,481959.01488335815,604436.681828235,412284.3313751916
2014-11-17,479565.33562489506,601457.1008190508,409628.4057972915
2014-11-18,487817.4447053646,611875.4775225077,414568.1707610188
2014-11-19,481240.44108669844,603730.2624470391,405869.05220151984
2014-11-20,486838.0716000752,610705.6621896226,411963.567416508
2014-11-21,491122.98569237534,616147.4565658704,413631.5400016627
2014-11-24,498926.8243962511,625932.4834810506,420277.7692255866
2014-11-25,499798.1229069506,627004.2310818337,421624.9778520577
2014-11-26,508672.4533296344,638048.4740310612,431709.7967130698
2014-11-28,513091.4153418598,643499.5742642991,438099.41477004683
2014-12-01,497316.9310703146,623739.5515652957,424011.4617046635
2014-12-02,501591.92156008625,629250.7594337459,423190.30597043346
2014-12-03,506766.25223065325,635740.0765602959,427629.67915861437
2014-12-04,505922.8520892747,634638.7905438829,428219.8848425922
2014-12-05,506179.5406710985,635020.3234833064,426667.38728256366
2014-12-08,493992.1941155872,619811.9823202828,413952.30396034615
2014-12-09,495514.74221577763,621742.9024732524,414529.67908597656
2014-12-10,471946.4513550664,592162.2374131626,395078.5526314037
2014-12-11,478454.96870631643,600357.0428130834,399659.0619614054
2014-12-12,458446.27646534896,575286.9952678826,381747.60250851366
2014-12-15,447903.7205593947,561996.8828511619,374857.5926759902
2014-12-16,430330.1199403672,539981.2396547318,359255.6337256203
2014-12-17,454871.6181868926,570755.2295231925,380400.39388204255
2014-12-18,490342.8006849865,615155.670689996,413310.7760429789
2014-12-19,494795.69708756614,620813.4785617027,414914.5958363969
2014-12-22,504299.6599595527,632544.131537874,428771.5988515281
2014-12-23,504534.52026986727,632750.963936024,431709.79671306966
2014-12-24,504427.84794533986,632663.2138059061,430221.45194477786
2014-12-26,511701.58398648194,641796.6632908853,436033.6948761245
2014-12-29,509314.2557488287,638968.4916834475,429002.54890178016
2014-12-30,499885.48759066616,627140.0279425082,421073.2638431218
2014-12-31,483545.0113457724,606681.6317697195,406048.6800183825
2015-01-02,481567.84498529753,604185.2915793188,404906.76032546896
2015-01-05,458496.9558071925,575240.0618464384,386648.875797199
2015-01-06,442510.93305396254,555183.6566712784,372240.15877313213
2015-01-07,457019.9259301982,573386.9486533632,380695.4967240316
2015-01-08,483522.6397336053,606637.8187720764,404996.5742339003
2015-01-09,474630.7416715651,595481.8537730608,401173.067846392
2015-01-12,461037.9322613424,578428.0251123282,388432.3234074798
2015-01-13,459343.99296937103,576302.7727399056,387983.25386532274
2015-01-14,451333.02070746373,566252.0360424793,380554.3605822109
2015-01-15,435870.1854783074,546852.033096153,366838.4937089006
2015-01-16,451065.9454561288,565916.9577346526,378360.33510481514
2015-01-20,458429.57703846676,575155.5270058077,385917.5339714005
2015-01-21,463584.34428969247,581622.8079655662,387020.9619892721
2015-01-22,486756.9576064482,610695.6629728732,406420.76621045556
2015-01-23,485294.1056393842,608860.3376880529,406741.53016913915
2015-01-26,484254.9827101273,607556.6318934541,401904.4096721906
2015-01-27,450984.10694834555,565814.2813969313,366402.2547250909
2015-01-28,441657.34765798325,554112.7302239919,364618.80711481016
2015-01-29,454179.9674308318,569823.8761353773,374831.9315592957
2015-01-30,439900.9463973555,551909.1117331954,362001.37321195204
2015-02-02,453030.65932359034,568381.9296659045,372034.8698395747
2015-02-03,468900.66443477897,588292.7766323617,384980.9032120444
2015-02-04,467530.96775440185,586574.3259574955,386854.16473075654
2015-02-05,480706.9526719063,603105.1977175694,397298.2392254942
2015-02-06,474868.2870075448,595779.8832191229,394000.78573022695
2015-02-09,470375.60847596964,590143.2728913409,392332.8131450723
2015-02-10,489514.64032376645,614155.510539517,409025.3695549664
2015-02-11,493508.16834192164,619165.8759848115,413451.9121847999
2015-02-12,511067.9378416741,641196.7374008129,431568.660571249
2015-02-13,520920.18786974705,653557.5804635498,439741.72623850685
2015-02-17,522168.3164329321,655123.5091851808,439818.7095885909
2015-02-18,523571.2105595054,656883.6100842442,441281.3932401881
2015-02-19,527510.3193995876,661825.7000678069,445220.37465282256
2015-02-20,536953.6722393078,673673.5319950548,452751.91240271326
2015-02-23,538080.0160365794,675086.666951343,453945.15432901616
2015-02-24,541204.5502540203,679006.7742360634,457319.5911743675
2015-02-25,536204.8876866639,672734.0909215272,449659.74784100335
2015-02-26,542032.4733408086,680045.5042027865,458897.7498510908
2015-02-27,535433.3753763358,671766.1351183592,452944.3707779234
2015-03-02,548293.2380563279,687900.3931754316,464671.50110739545
2015-03-03,539447.4663761903,676802.2993191628,454727.81838820415
2015-03-04,532720.2212266119,668362.1540425451,448363.8614479218
2015-03-05,533511.9417919044,669355.463553493,447209.1111966609
2015-03-06,513497.30423195683,644244.6722996033,430901.47153718723
2015-03-09,519565.16153011477,651857.5355111435,436765.03670192324
2015-03-10,491172.28420397855,616235.2259140583,410680.5115817737
2015-03-11,483513.9820404505,606626.9566455504,401904.4096721907
2015-03-12,495989.96683006245,622279.5933121057,409949.1697559751
2015-03-13,487890.65703792917,612118.026464758,402956.5154566728
2015-03-16,506506.37935007096,635473.7088057674,417185.6046638768
2015-03-17,506152.4489545312,635029.6601811452,417827.13258124405
2015-03-18,523219.1663353127,656441.9278904314,433172.480364667
2015-03-19,520804.4661320072,653412.3935026956,431106.76047074475
2015-03-20,531991.9613159903,667448.4636227499,438509.992637162
2015-03-23,529495.8536345088,664316.7936762333,438509.992637162
2015-03-24,523151.37079323095,656356.8701570571,434801.96127477963
2015-03-25,489860.4087788395,614589.3190195113,401288.54287151824
2015-03-26,487476.1915101946,611598.0291718915,401750.44297202263
2015-03-27,490573.18727350153,615483.5861245793,403071.99048179906
2015-03-30,508184.88828200597,637579.6019193131,417044.4685220562
2015-03-31,493880.14076013234,619632.560515966,405663.76326796244
2015-04-01,487879.3864069116,612103.8860906477,401788.9346470646
2015-04-02,490391.5986839307,615255.7612062843,404149.75738297595
2015-04-06,501335.67416191846,628986.4317703374,412900.1981758643
2015-04-07,498406.81890216825,625311.827480344,410885.8005153313
2015-04-08,505498.4084499995,634209.0870115489,414247.4068023354
2015-04-09,512988.89841415465,643606.815514795,419084.52729928395
2015-04-10,519281.4004770868,651501.5228405554,423074.83094530774
2015-04-13,514266.0751763328,645209.1887265664,419636.2413082197
2015-04-14,511838.89919439016,642164.0019608074,415055.731978218
2015-04-15,521565.31740552076,654366.9737416449,425640.94261477655
2015-04-16,519127.5720358797,651308.5263966033,421766.1139938787
2015-04-17,497604.2389292875,624304.8935249727,403623.7044907349
2015-04-20,518025.6781590888,649926.066832139,424511.8534802103
2015-04-21,519242.4383323872,651452.6401026379,423151.81429539184
2015-04-22,529969.0858421291,664910.5208993506,436238.98380968225
2015-04-23,535750.6243330187,672164.1624272685,442333.49902467045
2015-04-24,548468.0292428661,688119.6899268734,452662.0984942821
2015-04-27,546941.1986324333,686204.0956712296,457678.8468080934
2015-04-28,548854.3752029291,688604.407810266,461733.30324585404
2015-04-29,540685.7049443901,678355.8198421025,455548.9741224344
2015-04-30,519263.2176092409,651478.7102266618,436726.54502688133
2015-05-01,537665.2015411268,674566.2318361328,451815.28164335736
2015-05-04,540365.0050594313,677953.4629249598,452803.23463610286
2015-05-05,517302.6081958654,649018.8878310665,432402.6468638265
2015-05-06,507719.6937077573,636995.9588824899,422728.4058699294
2015-05-07,515708.6140692688,647019.028795248,430516.55478676694
2015-05-08,535623.1046365732,672004.1734957371,447850.63911402813
2015-05-11,528460.9163221752,663018.3392459179,441140.25709836755
2015-05-12,521972.6238389446,654877.9890820645,434801.96127477975
2015-05-13,525586.3252202201,659411.8159259087,441050.44318993605
2015-05-14,547097.8263282881,686400.6041197792,461900.1005043694
2015-05-15,545749.4374862881,684708.8867135,457062.9800074209
2015-05-18,552043.9911198791,692606.167983575,462926.5451721569
2015-05-19,549675.300706664,689634.3584600111,459013.2248762171
2015-05-20,550643.7326184327,690849.3737960217,461579.3365456858
2015-05-21,557076.7693433271,698920.3989066985,466249.6597841188
2015-05-22,555085.7588318571,696422.4346448886,465903.23470874055
2015-05-26,535576.9326388866,671946.245122455,447350.2473384818
2015-05-27,557813.8492871022,699845.1551282451,469162.19652896584
2015-05-28,555593.12920406,697058.9923375591,468289.71856134647
2015-05-29,545025.6768077199,683800.841126221,458551.32477571274
2015-06-01,548858.2479736162,688609.2666709876,461463.86152055976
2015-06-02,545382.843622711,684248.9502317291,458666.7998008389
2015-06-03,549698.2455003891,689663.1454876988,461463.86152055976
2015-06-04,536547.6598335423,673164.1401693408,449210.67829884664
2015-06-05,532008.1300044907,667468.7492042686,444668.66064388707
2015-06-08,517539.0517439251,649315.5349504997,430311.26585320954
2015-06-09,515290.02227853925,646493.8546048029,427514.2041334885
2015-06-10,535689.6668056166,672087.6838129864,445605.29140324297
2015-06-11,538883.4645994387,676094.690658231,447003.82226310344
2015-06-12,525597.344261729,659425.6406504548,435443.48919214687
2015-06-15,517506.0066717756,649274.0758980324,427629.67915861454
2015-06-16,525968.6972639592,659891.5480491061,434635.16401626414
2015-06-17,529382.4184380102,664174.4754587994,437316.75071085896
2015-06-18,546273.296070382,685366.1308685512,447119.2972882294
2015-06-19,536592.266195944,673220.1042631952,438009.6008616155
2015-06-22,548014.6588735573,687550.8817898133,446298.14155399945
2015-06-23,549791.6009142582,689780.2711814852,448517.8281480899
2015-06-24,540569.7598724834,678210.3526814388,442448.97404979635
2015-06-25,536478.4300532055,673077.2830100552,439420.96227982326
2015-06-26,528552.7617865584,663133.5705248677,428566.30991797056
2015-06-29,493608.2011073429,619291.3792263028,401031.93170457124
2015-06-30,497258.19858557614,623870.7439276929,402199.5125141795
2015-07-01,507579.41552327806,636819.9628796957,410359.74762309
2015-07-02,507989.9348391488,637335.0091709736,410706.1726984683
2015-07-06,503461.4726430102,631653.5038942592,406510.5801188869
2015-07-07,507892.37926854636,637212.613870948,408024.5860038735
2015-07-08,482768.4118847982,605691.5484230616,388188.5427988804
2015-07-09,481236.17175354826,603769.1672671996,383646.52514392073
2015-07-10,502279.39419104054,630170.4430512025,401724.7818553279
2015-07-13,524100.7396164611,657547.9685355157,420046.81917533453
2015-07-14,532007.0485392493,667467.392374906,424832.61743889377
2015-07-15,532854.0240265229,668530.0258897217,425063.5674891459
2015-07-16,550470.3473686533,690631.8409628305,441165.9182150621
2015-07-17,568201.0275276017,712877.1305378871,460771.01136980305
2015-07-20,573504.1604241624,719530.5542013592,467417.240593727
2015-07-21,567760.646416683,712324.6190015022,459834.3806104469
2015-07-22,550921.2985524689,691197.6139381626,437522.03964441654
2015-07-23,544219.7299199575,682789.682967613,433929.4833071603
2015-07-24,530471.2050235914,665540.4903360949,427167.7790581102
2015-07-27,518109.75101828837,650031.5464348127,415966.7016208793
2015-07-28,526623.6885557655,668981.1504456658,419733.0335550359
2015-07-29,531049.5530968753,680581.6375394603,422506.21962798334
2015-07-30,534159.2384921447,684994.363818459,423299.839571252
2015-07-31,532748.3234040597,681338.3674428016,421912.12560265505
2015-08-03,529434.1590534884,673459.5919549884,419634.3915281889
2015-08-04,526860.968127888,666544.705155811,417157.1315357824
2015-08-05,533622.6883907604,679967.8276346431,421219.3895504798
2015-08-06,520943.5296240725,657254.8222108891,417056.24764468905
2015-08-07,519987.8209698531,654840.5286431081,417354.41558947635
2015-08-10,531092.0207279156,680562.5636335062,423893.9335965804
2015-08-11,519545.5240337111,655709.2103037196,417551.6996431702
2015-08-12,522166.81691690465,661068.7953377109,419434.8656102486
2015-08-13,520631.5740978468,657794.3384630359,418246.67755959206
2015-08-14,523080.0143403449,664013.768032776,420327.1275803643
2015-08-17,529659.6378445937,677002.280192407,422705.7455459239
2015-08-18,525176.109708101,668148.9185217386,420524.4116340582
2015-08-19,519132.8522734093,654138.0362741025,417751.22556111077
2015-08-20,496030.75470128,606696.92453428,407544.0176466971
2015-08-21,463191.75695636135,539262.7483106122,391987.72164008266
2015-08-24,445397.5896516115,476217.80268694327,377917.7816289121
2015-08-25,441327.73660480767,463305.8304987079,373557.3556694273
2015-08-26,461800.33675512206,526590.7931796623,392384.5316117171
2015-08-27,473080.90311329765,565501.3602054924,401499.9516380745
2015-08-28,473373.438391274,565984.6462326414,402293.5715813433
2015-08-31,468702.67206768645,549603.0941342488,398625.88167403365
2015-09-01,454144.4078281011,499171.3385941739,385845.01360461314
2015-09-02,464943.6076353075,534217.4541383324,395159.959548911
2015-09-03,464410.3272650675,531207.930856789,395455.88562945195
2015-09-04,457857.04885384603,509534.50313471665,389411.81962082925
2015-09-08,470271.1571811003,550692.0316231549,400311.76358741795
2015-09-09,464357.2398874046,530133.0016862103,395059.0756578175
2015-09-10,468445.46008897177,543285.960131147,399022.69164566795
2015-09-11,470755.3671286115,551576.9409813256,400905.85761274624
2015-09-14,469312.4881576514,546545.9909901139,399914.95361578366
2015-09-15,475126.6671035446,567053.2844818381,405066.75765429065
2015-09-16,478039.51837465155,577157.639596934,406752.639567675
2015-09-17,474707.05332627986,572502.4431419583,398141.31651423994
2015-09-18,453991.4389808725,547575.6914216711,382688.3112290304
2015-09-21,462242.37544413074,557282.3087165314,394337.28545665456
2015-09-22,442286.16312789434,533182.4764814691,375707.28720027476
2015-09-23,442285.43629190506,533238.2431396835,377100.7051700863
2015-09-24,439467.58377454407,529718.2362817017,377741.67743619956
2015-09-25,434723.9301477199,523641.5932671875,375972.0366145389
2015-09-28,401213.2994585179,483052.13718195143,349859.3838602714
2015-09-29,398141.8119901364,479167.4837373779,346055.352802686
2015-09-30,421707.6208785275,507689.1279270961,365200.915707896
2015-10-01,425002.3736653254,511798.33972375386,365827.9537943112
2015-10-02,444050.5448469813,534910.3116674393,380403.1057585395
2015-10-05,467593.8439545728,563082.4072757257,402962.54268978775
2015-10-06,464824.233871307,559542.3332385244,405359.2215978635
2015-10-07,473039.70269075,569368.168242967,410431.26300797734
2015-10-08,481968.4001594244,579914.5873535075,417398.3528570348
2015-10-09,485813.43828805914,584673.1977107576,421843.3561807335
2015-10-12,488421.19641033385,587899.372538558,423487.589385111
2015-10-13,480812.08027049457,578648.1971495353,420436.0040312238
2015-10-14,477167.5757938236,574372.3356424144,418791.7708268463
2015-10-15,497621.75304314645,599143.2178387385,433366.92279107467
2015-10-16,503213.34236005787,605901.7180826447,437045.546231377
2015-10-19,508257.9541415456,612224.3460958698,441365.1419377927
2015-10-20,503361.5851778174,606109.2559093465,437797.99193507526
2015-10-21,493748.9616954473,594614.6424961302,427667.84329454566
2015-10-22,522808.9680544854,629654.3190683108,456427.990191455
2015-10-23,557478.5493466251,672013.6660167647,493562.5790869316
2015-10-26,555236.7627620908,669545.5359903713,489883.95564662915
2015-10-27,551992.41129953,666025.3495577757,481133.29079621297
2015-10-28,570426.8747017583,687939.8423170726,501672.27167123446
2015-10-29,568084.5114827121,685117.0813282519,498119.0558482151
2015-10-30,559409.3497450755,674699.9712020204,489117.57576323283
2015-11-02,577040.7788444724,696035.3953709982,501672.27167123434
2015-11-03,583417.9182404608,703687.4004283461,509140.99198942404
2015-11-04,582254.2552466961,702386.6992421048,509907.37187282037
2015-11-05,578667.688318869,697964.0251460338,506995.12831591436
2015-11-06,580710.427019526,700439.7896650548,511175.38222534885
2015-11-09,563696.0931146271,679816.4615862174,497101.86073025275
2015-11-10,560031.5233180714,675331.9711812433,488365.1300595346
2015-11-11,556621.9345177428,671295.059716933,487222.52732428926
2015-11-12,538968.5546421999,650121.3751831322,474417.0161817216
2015-11-13,511258.80755164893,616406.1687392913,445907.6845193783
2015-11-16,533981.4912987307,643719.7071906507,466446.66539439984
2015-11-17,534023.1412892262,643883.200443824,466446.66539439984
2015-11-18,560564.0821640097,676123.7616948823,487097.1197070063
2015-11-19,562771.2148257885,678732.0197485194,493172.42205538444
2015-11-20,572852.9024187701,690973.9035969602,503567.32011017826
2015-11-23,567510.7720972061,684557.3144456538,496349.41502655466
2015-11-24,567770.570687229,684738.4271576214,496474.8226438378
2015-11-25,566184.5259077658,682980.9985198163,491653.59646828996
2015-11-27,568475.5693971444,685731.7223842927,494064.2095560638
2015-11-30,565744.1448943797,682417.706193616,496098.5997919886
2015-12-01,581847.2854963114,701878.9195966885,509266.39960670733
2015-12-02,568725.223195807,686229.8412353572,499888.6966698759
2015-12-03,543915.3725823634,656045.5276486533,480882.47556164704
2015-12-04,580058.754170482,699741.2593665612,515481.0437520666
2015-12-07,571620.0463202378,689653.2823174237,508764.7691375752
2015-12-08,566127.6129018164,683393.7280099229,505086.14569727285
2015-12-09,545142.556034797,657685.081361521,483042.27341485483
2015-12-10,550250.1334986228,664005.395211006,486456.147440893
2015-12-11,515487.72235723934,621868.5352712281,456051.76733960607
2015-12-14,525754.231247603,634339.067523785,465429.47027643747
2015-12-15,536216.3866670677,646840.4324381375,471894.9296563628
2015-12-16,559327.1416082471,674754.5836068743,491904.41170285596
2015-12-17,534566.1913057698,644967.2069307284,468843.34430247574
2015-12-18,504047.3525995491,608210.8900977963,441100.3925235288
2015-12-21,518968.4449857614,626225.970656031,454937.03296375694
2015-12-22,530524.2232567634,640054.1808466443,464537.6827757582
2015-12-23,545204.758377952,657589.4316091717,475949.77594851446
2015-12-24,543463.7610633218,655533.0677344954,474932.58083055203
2015-12-28,542258.7193506485,654155.5319242871,474807.173213269
2015-12-29,563324.0938002241,679800.6419969273,492670.7915862524
2015-12-30,550266.6124364826,663958.4065936538,481523.4478277604
2015-12-31,530400.7555778727,639932.7049620914,461625.43921885215
2016-01-04,504388.51742423547,608160.5057464512,442242.99525877414
2016-01-05,502418.2444114887,605784.8723002148,438062.74134933966
2016-01-06,485588.3972664559,585492.4826089763,423236.77415054524
2016-01-07,444298.48453566537,535707.6573381347,385725.9624032197
2016-01-08,432356.59277529677,521308.8621997301,376473.6670836713
2016-01-11,436383.1039895592,526163.7806046233,383566.1645500118
2016-01-12,449816.23081676284,542360.6148361152,396246.2680752965
2016-01-13,411660.2564187419,496354.498745983,365953.3614115945
2016-01-14,434529.07380360906,523928.3055757412,386325.1321302386
2016-01-15,408029.52104763675,481531.34654985566,352520.8121826116
2016-01-19,409039.6262429587,483573.46607781947,352880.28548970574
2016-01-20,405808.4839651427,472556.6211339396,350100.8941097155
2016-01-21,407450.40290250164,477746.63359044254,352072.97672181844
2016-01-22,417941.5113885391,514044.1521066006,361841.01116710214
2016-01-25,412140.5965217231,492335.87896583334,357627.74302026717
2016-01-26,416588.14805564657,508656.84280490933,361124.0727836798
2016-01-27,408739.7419820832,480024.9769852231,353685.5860268272
2016-01-28,413132.4947515119,495257.3308439128,358256.3192499905
2016-01-29,423688.3829416578,533542.349261636,369546.59261581796
