up,down,vwin,ventry,vexit,cagr,maxdd,sharpe,calmar,final,time_in_mkt,trades
20,10,30,120.0,120.0,10.50133393131183,-44.80179571782538,0.5104640237542889,0.2343953799854867,566561.724685086,29.375428963623882,95
20,10,30,120.0,150.0,9.70521965679274,-44.80179571782532,0.48164135666507857,0.21662568433459728,499694.79067121627,29.466941203385954,95
20,10,40,,60.0,1.786919429897571,-39.820384959615005,0.1445718871535975,0.04487448907663316,118089.72093784809,17.610639761522588,100
20,10,40,,70.0,3.9384291839531738,-37.88947646090427,0.25421820666755196,0.10394519934887428,169676.40183967116,20.660398991057097,100
20,10,40,,80.0,11.260932213719999,-37.65690696349861,0.5564760705299096,0.29904028561441287,552009.2234266447,24.650309562027058,100
20,10,40,,100.0,10.463588006191205,-44.07200462404155,0.49168057058077436,0.23742028744667662,487328.6283992187,27.768860353130016,100
20,10,40,,120.0,11.45887048426195,-51.125296558528035,0.5049026887586863,0.22413308588134803,569275.4517827695,29.85553772070626,100
20,10,40,,150.0,14.385136066659477,-51.125296558528056,0.5833482786516729,0.2813702224727719,891962.760887352,31.02499426736987,100
20,10,40,90.0,,11.045999480827163,-40.25637615726946,0.5611578826308302,0.27439130232869924,614423.862269944,26.59940380646641,85
20,10,40,90.0,60.0,1.851701556143337,-45.489226002101425,0.19275309954229825,0.04070637640785085,137427.41392067808,17.266681953680347,85
20,10,40,90.0,70.0,4.0045806352289715,-44.44053317688983,0.30123536928133876,0.09011099437734586,197461.63275687944,20.31644118321486,85
20,10,40,90.0,80.0,11.33174406063766,-40.256376157269436,0.6038669566094732,0.2814894221071459,642403.0765202007,24.30635175418482,85
20,10,40,90.0,100.0,11.045999480827163,-40.25637615726946,0.5611578826308302,0.27439130232869924,614423.862269944,26.59940380646641,85
