entry_date,entry_px,exit_date,exit_px,ret_pct,days
2010-11-15,0.889,2011-06-24,0.8764,-1.4173228346456734,221
2012-02-03,1.1344,2012-08-02,1.1197,-1.2958392101551586,181
2012-11-01,1.1531,2013-01-11,1.1811,2.428236926545835,71
2013-04-29,1.2772,2015-08-28,2.8537,123.434074538052,851
2015-12-24,3.4084,2016-01-26,2.7072,-20.572702734420844,33
2016-03-22,3.4429,2016-05-04,3.0037,-12.756687676087019,43
2016-06-10,3.4311,2018-11-27,9.5003,176.8878785229227,900
2019-04-26,15.0824,2020-04-21,11.6704,-22.622394313902294,361
2020-08-14,27.0544,2022-03-11,42.7271,57.930318173753626,574
2023-03-27,30.6738,2025-03-19,62.1892,102.7437096153721,723
2025-07-31,96.9146,2026-03-23,96.0,-0.9437174584634223,235
2026-05-12,191.68,2026-06-17,216.97,13.193864774624364,36
